SN,고객번호,우편번호,시도,시군구,동단위,나이,고객등급,고객등급코드,가입일자,가입기간, 수신 총잔액 , 신용대출한도 ,신용등급, 담보대출한도 ,년간 환전액,분기당 해외 송금액,스마트뱅킹 사용여부,폰뱅킹사용여부, 월소득 예상금액 ,인터넷뱅킹사용횟수, 인터넷뱅킹 사용 금액 ,가입점,교육정도코드,교육정도,종교코드,종교,직업종류코드,직업종류,혼인여부,주택소유여부
B6423,23473269,36701,전남,여수시,고소동,75,골드,2,2006-04-09,12,"26,099,795","30,200,000",7,"60,400,000",0,0,y,n,"72,500",0, - ,영업점,9,NULL,4,카톨릭,0,NULL,재혼,전세
B6424,23476842,9199,부산,사상구,주례3동,67,패밀리,0,2002-09-04,15,"30,246","2,800,000",9,"5,600,000",0,0,n,n,"1,073,333",0, - ,영업점,9,NULL,4,카톨릭,6,주부,사실혼,전세
B6425,23477575,18870,강원,영월군,영월읍,68,패밀리,0,2007-02-25,11,"793,813","3,600,000",10,"7,200,000",0,0,n,n,"74,167",0, - ,영업점,2,고졸,4,카톨릭,0,NULL,비혼,가족소유
B6426,23478207,25326,경기,의정부시,호원동,36,패밀리,0,2008-06-24,10,"508,510","46,600,000",3,"93,200,000",0,0,n,n,"8,075,000",31,"17,232,000",영업점,2,고졸,2,기독교,3,자영업,기혼,가족소유
B6427,23479760,16528,울산,남구,무거1동,74,패밀리,0,2003-07-30,14,"30,471","31,800,000",4,"63,600,000",0,0,n,n,"8,075,833",27,"20,544,000",pb센터,2,고졸,2,기독교,3,자영업,사실혼,전세
B6428,23480789,20070,경기,고양시,마두1동,60,골드,2,2003-04-23,15,"11,055,448","23,700,000",4,"47,400,000",0,0,n,n,"11,857,242",0, - ,pb센터,3,대퇴,4,카톨릭,3,자영업,비혼,월세
B6429,23485132,3847,서울,마포구,상암동,47,패밀리,0,2007-09-21,10,"910,156","1,400,000",9,"2,800,000",0,0,n,n,"1,077,500",26,"23,016,000",영업점,3,대퇴,9,원불교,6,주부,비혼,전세
B6430,23487368,33727,경북,포항시,장성동,51,패밀리,0,2002-08-27,15,"791,856","55,700,000",3,"111,400,000",0,0,n,n,"8,078,333",10,"14,328,000",영업점,4,학사,1,불교,3,자영업,사별,자가소유
B6431,23489101,25732,경기,파주시,문산읍,68,패밀리,0,2005-12-08,12,"582,338","433,600,000",3,"867,200,000",0,0,n,n,"79,167",0, - ,영업점,4,학사,3,무교,0,NULL,사별,월세
B6432,23490214,6190,서울,용산구,한강로3가,37,골드,2,2005-05-02,13,"26,103,184","1,000,000",7,"2,000,000",127300000,0,y,n,"1,995,527",15,"11,808,000",pb센터,5,석사,1,불교,6,주부,비혼,월세
B6433,23492873,25628,경기,파주시,금촌2동,35,플래티늄,3,2009-06-08,9,"566,395,156","78,900,000",4,"157,800,000",0,0,n,n,"80,833",34,"21,420,000",영업점,4,학사,4,카톨릭,0,NULL,기혼,가족소유
B6434,23497545,34868,경북,울릉군,울릉읍,69,패밀리,0,2002-05-27,16,"866,975","17,400,000",4,"34,800,000",0,0,n,n,"3,081,667",22,"936,000",영업점,5,석사,3,무교,1,회사원,재혼,월세
B6435,23499220,22528,경기,성남시,상대원2동,61,패밀리,0,2005-08-10,12,"757,242","5,000,000",7,"10,000,000",0,0,n,n,"3,082,500",0, - ,pb센터,5,석사,3,무교,1,회사원,기혼,전세
B6436,23503643,31393,경북,경주시,외동읍,68,실버,1,2007-01-07,11,"6,700,303","22,200,000",7,"44,400,000",0,0,n,n,"9,167",0, - ,영업점,4,학사,1,불교,8,무직,기혼,전세
B6437,23504514,20326,경기,고양시,탄현동,71,패밀리,0,2006-11-06,11,"181,584","877,500,000",2,"1,755,000,000",0,0,n,n,"1,010,000",0, - ,콜센터,2,고졸,4,카톨릭,6,주부,사별,월세
B6438,23506086,5423,서울,양천구,목3동,44,패밀리,0,2008-11-09,9,"245,712","26,100,000",4,"52,200,000",0,0,n,n,"8,010,833",0, - ,pb센터,5,석사,2,기독교,3,자영업,비혼,월세
B6439,23507229,11922,대구,북구,침산3동,66,패밀리,0,2006-02-27,12,"230,442","14,200,000",9,"28,400,000",0,0,n,n,"2,776,695",0, - ,영업점,2,고졸,1,불교,0,NULL,비혼,가족소유
B6440,23507296,43824,충남,아산시,배방면,68,패밀리,0,2005-03-06,13,"442,062","4,000,000",9,"8,000,000",0,0,n,n,"2,238,808",0, - ,영업점,3,대퇴,7,원불교,8,무직,사별,자가소유
B6441,23508071,13268,인천,남구,주안4동,49,골드,2,2003-08-23,14,"16,916,413","57,600,000",5,"115,200,000",7200000,1800000,n,y,"1,011,667",37,"17,640,000",pb센터,4,학사,2,기독교,7,학생,재혼,월세
B6442,23509024,14,서울,강남구,개포1동,69,패밀리,0,2006-02-04,12,"683,559","17,200,000",8,"34,400,000",0,0,n,n,"13,333",0, - ,콜센터,4,학사,2,기독교,8,무직,재혼,가족소유
B6443,23511788,13015,인천,계양구,박촌동,60,패밀리,0,2006-04-24,12,"559,834","381,600,000",2,"763,200,000",0,0,n,n,"8,014,167",23,"21,852,000",영업점,3,대퇴,2,기독교,3,자영업,사실혼,전세
B6444,23517785,1047,서울,강북구,번2동,68,실버,1,2002-05-13,16,"1,294,886","36,900,000",4,"73,800,000",0,0,n,n,"8,015,833",0, - ,영업점,4,학사,3,무교,3,자영업,사별,가족소유
B6445,23518221,5462,서울,양천구,목동,36,패밀리,0,2007-09-03,10,"551,753","40,500,000",4,"81,000,000",0,0,n,n,"1,016,667",0, - ,영업점,2,고졸,1,불교,6,주부,사실혼,전세
B6446,23524091,19924,경기,고양시,행신2동,60,실버,1,2006-04-23,12,"1,315,854","17,700,000",8,"35,400,000",0,0,n,n,"20,000",0, - ,영업점,4,학사,1,불교,0,NULL,사별,가족소유
B6447,23526619,25664,경기,파주시,교하읍,80,패밀리,0,2005-09-15,12,"927,209","1,300,000",7,"2,600,000",0,0,n,n,"10,852,901",0, - ,영업점,4,학사,1,불교,3,자영업,기혼,전세
B6448,23528904,1823,서울,관악구,신림11동,33,실버,1,2004-12-16,13,"4,706,610","24,800,000",5,"49,600,000",0,0,n,n,"1,020,833",0, - ,영업점,2,고졸,4,카톨릭,6,주부,재혼,가족소유
B6449,23529016,5308,서울,송파구,잠실본동,54,실버,1,2003-09-15,14,"9,970,350","169,700,000",2,"339,400,000",0,0,y,n,"10,990,083",0, - ,pb센터,5,석사,1,불교,3,자영업,비혼,가족소유
B6450,23529025,48457,경기,고양시,대화동,14,패밀리,0,2004-11-01,13,"829,564","6,800,000",9,"13,600,000",6900000,0,n,n,"21,667",0, - ,영업점,5,석사,9,원불교,8,무직,사별,월세
B6451,23531912,32926,경북,영주시,영주1동,65,패밀리,0,2001-10-06,16,"836,735","26,200,000",7,"52,400,000",0,0,n,n,"22,500",28,"7,896,000",영업점,3,대퇴,2,기독교,8,무직,비혼,자가소유
B6452,23532356,3486,서울,동작구,대방동,70,패밀리,0,2004-10-30,13,"956,815","792,600,000",3,"1,585,200,000",0,0,n,n,"4,427,384",0, - ,영업점,5,석사,4,카톨릭,8,무직,사실혼,전세
B6453,23538055,12193,대구,서구,평리동,77,패밀리,0,2002-02-23,16,"818,971","8,700,000",9,"17,400,000",0,0,n,n,"1,390,113",0, - ,pb센터,9,NULL,9,원불교,0,NULL,기혼,가족소유
B6454,23540565,14381,인천,강화군,하점면,39,패밀리,0,2004-02-17,14,"798,438","16,900,000",6,"33,800,000",0,0,n,n,"1,025,000",0, - ,영업점,4,학사,1,불교,6,주부,이혼,월세
B6455,23541446,36790,전남,여수시,수정동,65,패밀리,0,2001-06-11,17,"168,896","57,000,000",4,"114,000,000",0,0,n,n,"1,025,833",0, - ,pb센터,4,학사,4,카톨릭,6,주부,사별,자가소유
B6456,23541573,31642,경북,구미시,송정동,75,패밀리,0,2008-06-08,10,"173,936","29,200,000",8,"58,400,000",0,0,n,n,"26,667",24,"23,556,000",영업점,2,고졸,4,카톨릭,0,NULL,이혼,전세
B6457,23541910,20016,경기,고양시,구산동,64,실버,1,2005-02-20,13,"1,806,136","88,100,000",3,"176,200,000",0,0,n,n,"8,027,500",34,"20,076,000",영업점,4,학사,1,불교,3,자영업,재혼,자가소유
B6458,23541950,1816,서울,관악구,신림10동,67,실버,1,2003-11-24,14,"8,643,681","14,500,000",7,"29,000,000",0,0,n,n,"1,028,333",29,"6,600,000",영업점,4,학사,1,불교,7,학생,기혼,가족소유
B6459,23549797,22166,경기,성남시,금곡동,66,패밀리,0,2004-01-15,14,"487,599","16,900,000",6,"33,800,000",0,0,n,n,"1,031,667",0, - ,영업점,2,고졸,4,카톨릭,6,주부,재혼,가족소유
B6460,23551336,3699,서울,동작구,신대방동,63,패밀리,0,2008-12-10,9,"269,020","39,400,000",4,"78,800,000",0,0,n,n,"3,032,500",11,"2,388,000",pb센터,5,석사,1,불교,1,회사원,사실혼,전세
B6461,23555455,46168,충북,청주시,가경동,61,실버,1,2006-03-15,12,"1,453,577","18,800,000",6,"37,600,000",0,0,n,n,"2,036,347",0, - ,영업점,9,NULL,3,무교,6,주부,기혼,전세
B6462,23558378,7018,서울,중구,장충동1가,42,패밀리,0,2003-06-22,15,"515,731","3,600,000",9,"7,200,000",0,0,n,n,"1,035,000",26,"8,016,000",영업점,3,대퇴,4,카톨릭,7,학생,비혼,월세
B6463,23560646,2081,서울,광진구,중곡3동,58,패밀리,0,2002-08-26,15,"418,738","88,400,000",3,"176,800,000",0,0,n,n,"8,035,833",0, - ,pb센터,2,고졸,1,불교,3,자영업,비혼,자가소유
B6464,23564199,13399,인천,남동구,간석1동,58,패밀리,0,2002-10-10,15,"653,700","2,200,000",9,"4,400,000",0,0,n,n,"1,036,667",0, - ,콜센터,2,고졸,2,기독교,6,주부,사별,전세
B6465,23565067,20336,경기,고양시,풍동,51,패밀리,0,2004-09-16,13,"302,752","3,100,000",8,"6,200,000",0,0,n,n,"1,037,500",0, - ,영업점,4,학사,1,불교,6,주부,비혼,전세
B6466,23565665,129278,경남,창원시,소계동,58,패밀리,0,2003-09-18,14,"927,851","84,300,000",4,"168,600,000",0,0,n,n,"1,038,333",23,"20,196,000",영업점,3,대퇴,4,카톨릭,7,학생,재혼,가족소유
B6467,23566606,6302,서울,은평구,갈현동,68,골드,2,2003-08-27,14,"17,511,664","61,200,000",3,"122,400,000",0,0,n,n,"8,039,167",0, - ,영업점,3,대퇴,1,불교,3,자영업,재혼,자가소유
B6468,23577513,18180,강원,춘천시,석사동,67,패밀리,0,2004-11-08,13,"940,547","540,300,000",3,"1,080,600,000",7900000,0,n,n,"41,667",0, - ,영업점,9,NULL,1,불교,8,무직,사실혼,전세
B6469,23578894,45887,충북,제천시,화산동,12,패밀리,0,2008-04-24,10,"850,029","5,000,000",9,"10,000,000",0,0,n,n,"42,500",0, - ,영업점,4,학사,1,불교,0,NULL,이혼,가족소유
B6470,23580657,18645,강원,양구군,양구읍,59,골드,2,2002-04-17,16,"14,661,170","17,400,000",4,"34,800,000",0,0,n,n,"3,044,167",0, - ,영업점,4,학사,2,기독교,1,회사원,사별,가족소유
B6471,23585197,16245,대전,유성구,신성동,64,패밀리,0,2005-04-17,13,"109,134","44,900,000",3,"89,800,000",0,0,n,n,"8,045,833",20,"480,000",pb센터,5,석사,1,불교,3,자영업,재혼,자가소유
B6472,23592950,13222,인천,남구,용현5동,41,실버,1,2004-02-25,14,"3,410,349","1,500,000",7,"3,000,000",61400000,15350000,n,n,"8,048,333",0, - ,영업점,2,고졸,2,기독교,3,자영업,사별,전세
B6473,23592955,26077,경기,평택시,팽성읍,56,패밀리,0,2004-10-18,13,"369,009","23,200,000",7,"46,400,000",0,0,n,n,"49,167",0, - ,콜센터,5,석사,4,카톨릭,8,무직,비혼,전세
B6474,23593217,20293,경기,고양시,주엽2동,44,골드,2,2009-09-13,8,"20,218,892","88,600,000",3,"177,200,000",0,0,n,n,"8,050,000",0, - ,콜센터,4,학사,4,카톨릭,3,자영업,비혼,가족소유
B6475,23595033,20819,경기,구리시,교문2동,48,패밀리,0,2002-03-09,16,"991,547","557,100,000",2,"1,114,200,000",0,0,n,n,"1,050,833",21,"264,000",영업점,2,고졸,4,카톨릭,6,주부,재혼,월세
B6476,23595088,5308,서울,송파구,잠실본동,32,패밀리,0,2004-03-22,14,"440,209","127,100,000",4,"254,200,000",0,0,n,n,"1,265,562",36,"13,980,000",영업점,2,고졸,1,불교,8,무직,이혼,전세
B6477,23596088,,NULL,NULL,NULL,43,패밀리,0,2002-01-15,16,"579,824","73,100,000",3,"146,200,000",0,0,n,n,"8,051,667",0, - ,영업점,3,대퇴,4,카톨릭,3,자영업,비혼,가족소유
B6478,23598559,21964,경기,부천시,상3동,48,실버,1,2009-02-04,9,"4,979,300","43,200,000",3,"86,400,000",6200000,0,n,n,"7,052,500",28,"18,192,000",pb센터,5,석사,2,기독교,2,전문직,재혼,가족소유
B6479,23598948,3058,서울,도봉구,쌍문3동,47,패밀리,0,2001-11-19,16,"971,494","6,700,000",6,"13,400,000",0,0,n,n,"8,053,333",0, - ,영업점,4,학사,1,불교,3,자영업,사별,전세
B6480,23599026,20925,경기,군포시,광정동,69,패밀리,0,2006-08-20,11,"359,894","34,900,000",4,"69,800,000",0,0,n,n,"1,054,167",0, - ,영업점,2,고졸,1,불교,6,주부,비혼,전세
B6481,23601319,48580,경기,고양시,마두동,67,골드,2,2003-04-15,15,"14,043,459","166,200,000",2,"332,400,000",0,0,n,n,"8,055,000",0, - ,영업점,4,학사,1,불교,3,자영업,재혼,가족소유
B6482,23605809,20218,경기,고양시,일산4동,59,패밀리,0,2001-07-18,16,"258,568","37,500,000",4,"75,000,000",0,0,n,n,"1,055,833",0, - ,영업점,2,고졸,1,불교,6,주부,사별,월세
B6483,23607001,30167,경남,창녕군,남지읍,63,패밀리,0,2008-04-03,10,"871,121","32,300,000",4,"64,600,000",0,0,n,n,"8,056,667",26,"8,880,000",콜센터,2,고졸,4,카톨릭,3,자영업,기혼,자가소유
B6484,23607967,24189,경기,안양시,안양3동,61,패밀리,0,2006-01-01,12,"901,887","526,000,000",3,"1,052,000,000",0,0,n,n,"57,500",0, - ,영업점,2,고졸,1,불교,0,NULL,기혼,가족소유
B6485,23610638,20255,경기,고양시,주엽1동,41,실버,1,2006-09-12,11,"6,007,569","2,300,000",9,"4,600,000",0,0,y,n,"2,880,542",0, - ,pb센터,3,대퇴,4,카톨릭,8,무직,사별,가족소유
B6486,23613008,27322,경기,연천군,전곡읍,72,골드,2,2006-02-15,12,"25,826,531","234,600,000",2,"469,200,000",0,0,n,y,"8,059,167",25,"15,444,000",영업점,1,기타,1,불교,3,자영업,이혼,가족소유
B6487,23614455,25828,경기,파주시,광탄면,64,실버,1,2004-02-14,14,"1,620,285","184,100,000",3,"368,200,000",0,0,y,n,"1,060,000",0, - ,pb센터,4,학사,3,무교,6,주부,재혼,자가소유
B6488,23615290,25770,경기,파주시,조리읍,55,패밀리,0,2003-08-05,14,"51,570","7,600,000",6,"15,200,000",0,0,n,n,"8,061,667",0, - ,pb센터,1,기타,4,카톨릭,3,자영업,비혼,가족소유
B6489,23615817,20969,경기,군포시,군포2동,52,골드,2,2007-06-06,11,"10,325,603","49,500,000",3,"99,000,000",0,0,y,n,"9,335,313",0, - ,영업점,3,대퇴,1,불교,3,자영업,비혼,자가소유
B6490,23616502,11710,대구,북구,동천동,66,패밀리,0,2004-04-21,14,"885,447","174,700,000",4,"349,400,000",0,0,y,n,"63,333",0, - ,영업점,3,대퇴,1,불교,8,무직,비혼,전세
B6491,23617181,16918,울산,중구,남외동,50,골드,2,2006-04-18,12,"22,419,925","3,400,000",8,"6,800,000",0,0,n,n,"1,064,167",0, - ,영업점,3,대퇴,1,불교,7,학생,재혼,전세
B6492,23618579,20204,경기,고양시,일산3동,62,패밀리,0,2004-05-03,14,"494,996","3,400,000",7,"6,800,000",0,0,n,n,"8,065,000",0, - ,영업점,3,대퇴,2,기독교,3,자영업,기혼,월세
B6493,23620169,11,NULL,NULL,NULL,58,실버,1,2004-05-21,14,"3,473,990","498,100,000",1,"996,200,000",0,0,n,y,"10,981,983",0, - ,pb센터,4,학사,2,기독교,3,자영업,이혼,월세
B6494,23625961,20692,경기,광주시,태전동,60,실버,1,2004-04-16,14,"3,409,663","18,200,000",4,"36,400,000",0,0,n,y,"8,068,333",0, - ,콜센터,4,학사,2,기독교,3,자영업,기혼,전세
B6495,23628552,20184,경기,고양시,일산2동,71,실버,1,2002-07-25,15,"7,464,149","470,000,000",2,"940,000,000",0,0,y,n,"8,069,167",18,"22,308,000",영업점,5,석사,4,카톨릭,3,자영업,사별,전세
B6496,23630869,42566,제주,제주시,오등동,48,실버,1,2008-12-16,9,"3,593,511","72,100,000",3,"144,200,000",129500000,32375000,n,n,"3,070,000",12,"13,128,000",영업점,5,석사,1,불교,1,회사원,사별,자가소유
B6497,23632354,24634,경기,용인시,유방동,42,실버,1,2008-12-02,9,"1,980,959","6,700,000",7,"13,400,000",0,0,n,n,"3,388,736",19,"16,092,000",영업점,2,고졸,1,불교,6,주부,비혼,가족소유
B6498,23633723,24342,경기,양주시,유양동,45,패밀리,0,2003-02-17,15,"727,828","48,300,000",7,"96,600,000",0,0,n,n,"70,833",0, - ,영업점,9,NULL,9,원불교,0,NULL,사실혼,전세
B6499,23634773,12,NULL,NULL,NULL,65,패밀리,0,2006-01-14,12,"456,395","152,100,000",5,"304,200,000",0,0,n,n,"71,667",15,"1,320,000",영업점,2,고졸,4,카톨릭,0,NULL,사별,월세
B6500,23635912,19974,경기,고양시,화정1동,50,패밀리,0,2004-02-24,14,"392,931","20,100,000",4,"40,200,000",0,0,n,n,"8,074,167",0, - ,영업점,3,대퇴,4,카톨릭,3,자영업,사별,전세
B6501,23640130,2,NULL,NULL,NULL,65,플래티늄,3,2009-08-23,8,"202,759,254","28,900,000",6,"57,800,000",169500000,0,n,y,"75,000",27,"12,396,000",영업점,4,학사,1,불교,0,NULL,비혼,전세
B6502,23640978,3837,서울,마포구,망원동,80,패밀리,0,2002-05-27,16,"468,933","1,900,000",7,"3,800,000",0,0,n,n,"12,627,247",0, - ,pb센터,3,대퇴,4,카톨릭,3,자영업,사별,월세
B6503,23644345,27700,경기,파주시,교하읍,63,패밀리,0,2004-10-04,13,"617,908","45,400,000",3,"90,800,000",0,0,n,n,"8,076,667",0, - ,영업점,4,학사,3,무교,3,자영업,이혼,가족소유
B6504,23644836,21180,경기,김포시,통진읍,50,패밀리,0,2004-07-29,13,"341,802","13,600,000",8,"27,200,000",0,0,n,n,"77,500",0, - ,영업점,3,대퇴,4,카톨릭,8,무직,이혼,월세
B6505,23645658,23118,경기,시흥시,도창동,54,패밀리,0,2003-07-21,14,"102,805","8,400,000",6,"16,800,000",0,0,y,n,"8,079,167",0, - ,영업점,3,대퇴,2,기독교,3,자영업,이혼,가족소유
B6506,23646474,13496,인천,남동구,남촌동,47,실버,1,2003-06-11,15,"5,784,077","168,300,000",2,"336,600,000",0,0,n,n,"10,558,229",0, - ,영업점,5,석사,2,기독교,3,자영업,이혼,자가소유
B6507,23647778,21157,경기,김포시,장기동,70,패밀리,0,2008-09-29,9,"776,017","49,800,000",3,"99,600,000",0,0,n,n,"8,080,833",0, - ,영업점,1,기타,3,무교,3,자영업,이혼,전세
B6508,23648814,11,NULL,NULL,NULL,73,실버,1,2004-11-26,13,"3,290,771","5,500,000",7,"11,000,000",0,0,n,n,"1,081,667",15,"15,096,000",pb센터,9,NULL,1,불교,6,주부,기혼,전세
B6509,23651244,36270,전남,목포시,용해동,38,패밀리,0,2007-01-02,11,"817,086","18,700,000",8,"37,400,000",0,0,y,n,"4,527,393",0, - ,영업점,4,학사,3,무교,8,무직,사별,월세
B6510,23651634,29577,경남,거창군,거창읍,65,패밀리,0,2008-05-18,10,"18,206","14,500,000",9,"29,000,000",0,0,n,n,"82,500",0, - ,pb센터,4,학사,1,불교,0,NULL,사별,자가소유
B6511,23653287,1,NULL,NULL,NULL,65,패밀리,0,2002-09-10,15,"55,139","582,100,000",1,"1,164,200,000",0,0,n,n,"8,008,333",0, - ,pb센터,2,고졸,3,무교,3,자영업,이혼,자가소유
B6512,23657983,2071,서울,광진구,중곡2동,44,패밀리,0,2003-12-03,14,"799,243","38,400,000",4,"76,800,000",0,0,y,n,"8,010,833",0, - ,영업점,4,학사,4,카톨릭,3,자영업,재혼,자가소유
B6513,23658356,5307,서울,송파구,잠실본동,75,실버,1,2004-08-04,13,"2,995,245","15,300,000",9,"30,600,000",0,0,n,n,"11,667",0, - ,pb센터,5,석사,2,기독교,9,기타,비혼,자가소유
B6514,23658970,5485,서울,양천구,신월4동,36,골드,2,2005-04-18,13,"14,774,776","85,500,000",5,"171,000,000",0,0,n,n,"12,500",36,"624,000",영업점,4,학사,1,불교,8,무직,기혼,전세
B6515,23659126,4106,서울,서대문구,연희3동,64,패밀리,0,2007-05-16,11,"661,083","9,400,000",9,"18,800,000",0,0,n,n,"14,167",29,"16,176,000",영업점,4,학사,2,기독교,0,NULL,재혼,자가소유
B6516,23661719,6652,서울,종로구,숭인2동,57,골드,2,2008-02-20,10,"16,512,788","11,200,000",4,"22,400,000",0,0,n,n,"7,015,000",36,"23,316,000",영업점,4,학사,1,불교,2,전문직,사실혼,가족소유
B6517,23665808,23040,경기,수원시,지동,49,패밀리,0,2004-09-20,13,"850,202","11,100,000",5,"22,200,000",0,0,n,n,"3,016,667",12,"14,952,000",pb센터,4,학사,3,무교,1,회사원,사실혼,월세
B6518,23667222,20326,경기,고양시,탄현동,61,골드,2,2009-05-22,9,"21,054,858","12,600,000",8,"25,200,000",0,0,n,n,"17,500",0, - ,pb센터,3,대퇴,2,기독교,0,NULL,사별,월세
B6519,23667671,39922,전북,김제시,만경읍,76,골드,2,2008-06-02,10,"26,187,558","20,100,000",4,"40,200,000",0,0,n,n,"8,019,167",25,"360,000",영업점,2,고졸,1,불교,3,자영업,기혼,월세
B6520,23667715,25664,경기,파주시,교하읍,70,실버,1,2002-09-16,15,"9,275,750","51,700,000",4,"103,400,000",0,0,n,n,"2,030,377",16,"2,292,000",영업점,3,대퇴,1,불교,6,주부,사실혼,전세
B6521,23669730,25687,경기,파주시,교하읍,59,패밀리,0,2005-09-27,12,"635,563","499,500,000",3,"999,000,000",0,0,n,n,"1,020,000",0, - ,영업점,2,고졸,1,불교,7,학생,사별,전세
B6522,23670692,25667,경기,파주시,교하읍,46,골드,2,2006-12-06,11,"10,852,674","19,700,000",8,"39,400,000",0,0,n,n,"3,310,169",33,"12,312,000",영업점,5,석사,1,불교,0,NULL,사실혼,자가소유
B6523,23677097,3544,서울,동작구,사당동,60,패밀리,0,2003-05-12,15,"940,061","2,500,000",9,"5,000,000",0,0,n,n,"1,023,333",27,"22,656,000",영업점,2,고졸,1,불교,6,주부,재혼,전세
B6524,23677974,6458,서울,은평구,응암1동,38,실버,1,2005-01-26,13,"5,092,506","7,800,000",7,"15,600,000",0,0,n,n,"1,024,167",0, - ,영업점,3,대퇴,4,카톨릭,6,주부,사실혼,가족소유
B6525,23681558,13668,인천,부평구,부개2동,62,패밀리,0,2003-07-07,15,"66,707","10,200,000",8,"20,400,000",0,0,n,n,"1,025,833",0, - ,영업점,9,NULL,4,카톨릭,7,학생,비혼,월세
B6526,23683043,6430,서울,은평구,신사동,63,실버,1,2009-04-05,9,"6,943,384","43,900,000",4,"87,800,000",0,0,n,n,"1,027,500",0, - ,pb센터,4,학사,2,기독교,6,주부,사별,전세
B6527,23683511,35685,경북,칠곡군,약목면,71,실버,1,2006-09-14,11,"6,023,396","651,500,000",1,"1,303,000,000",0,0,n,n,"3,028,333",0, - ,영업점,4,학사,1,불교,1,회사원,비혼,자가소유
B6528,23685775,5582,서울,송파구,잠실3동,57,패밀리,0,2009-12-28,8,"936,650","52,400,000",7,"104,800,000",0,0,y,n,"29,167",35,"456,000",영업점,5,석사,2,기독교,0,NULL,사실혼,가족소유
B6529,23686532,14146,인천,연수구,옥련동,46,실버,1,2008-10-05,9,"4,109,305","15,200,000",6,"30,400,000",0,0,y,n,"1,030,000",0, - ,영업점,4,학사,2,기독교,6,주부,이혼,월세
B6530,23688853,13009,인천,계양구,귤현동,65,패밀리,0,2005-10-12,12,"427,582","2,400,000",10,"4,800,000",0,0,y,n,"2,415,635",0, - ,영업점,3,대퇴,4,카톨릭,0,NULL,재혼,자가소유
B6531,23689281,48570,경기,고양시,탄현동,58,패밀리,0,2005-12-30,12,"947,124","4,300,000",10,"8,600,000",0,0,n,n,"30,833",0, - ,영업점,4,학사,2,기독교,0,NULL,재혼,월세
B6532,23691304,25770,경기,파주시,조리읍,11,패밀리,0,2003-07-07,15,"438,181","9,300,000",8,"18,600,000",0,0,n,n,"1,031,667",0, - ,영업점,4,학사,3,무교,7,학생,기혼,자가소유
B6533,23693629,5200,서울,송파구,방이동,45,패밀리,0,2001-10-23,16,"105,472","23,700,000",5,"47,400,000",0,0,n,n,"1,033,333",0, - ,영업점,9,NULL,9,원불교,6,주부,기혼,전세
B6534,23694199,23970,경기,안양시,부흥동,56,골드,2,2009-02-20,9,"17,638,501","47,300,000",4,"94,600,000",0,0,n,n,"1,034,167",39,"21,372,000",영업점,4,학사,1,불교,6,주부,기혼,자가소유
B6535,23698090,14272,인천,강화군,강화읍,61,패밀리,0,2005-05-18,13,"592,113","1,700,000",10,"3,400,000",0,0,n,n,"38,333",28,"12,936,000",영업점,9,NULL,9,원불교,0,NULL,재혼,자가소유
B6536,23699398,21157,경기,김포시,장기동,42,실버,1,2006-12-05,11,"7,159,229","15,300,000",6,"30,600,000",0,0,y,n,"2,679,443",0, - ,영업점,2,고졸,2,기독교,6,주부,이혼,가족소유
B6537,23700222,25801,경기,파주시,파주읍,60,실버,1,2008-04-24,10,"4,754,960","8,600,000",9,"17,200,000",0,0,n,n,"39,167",28,"20,316,000",영업점,2,고졸,2,기독교,8,무직,사별,전세
B6538,23702139,4081,서울,마포구,서교동,31,패밀리,0,2006-10-14,11,"434,313","1,700,000",10,"3,400,000",0,0,y,n,"41,667",0, - ,영업점,2,고졸,3,무교,0,NULL,비혼,가족소유
B6539,23705720,5462,서울,양천구,목동,73,패밀리,0,2006-07-26,11,"291,718","4,500,000",9,"9,000,000",0,0,n,n,"964,984",0, - ,영업점,3,대퇴,1,불교,8,무직,사별,자가소유
B6540,23707028,14622,광주,광산구,월계동,45,패밀리,0,2007-12-03,10,"163,956","508,800,000",3,"1,017,600,000",0,0,n,n,"2,508,523",0, - ,영업점,4,학사,1,불교,7,학생,비혼,가족소유
B6541,23708743,13059,인천,계양구,작전2동,59,실버,1,2010-06-06,8,"1,635,266","3,800,000",8,"7,600,000",0,0,n,n,"1,045,833",0, - ,영업점,4,학사,2,기독교,6,주부,이혼,월세
B6542,23710095,16088,대전,서구,매노동,69,패밀리,0,2003-11-24,14,"103,197","23,000,000",5,"46,000,000",0,0,n,n,"1,047,500",0, - ,영업점,2,고졸,1,불교,6,주부,사별,전세
B6543,23710463,27784,경남,김해시,장유면,50,패밀리,0,2004-04-12,14,"713,002","1,100,000",7,"2,200,000",0,0,n,n,"8,048,333",25,"4,104,000",콜센터,4,학사,2,기독교,3,자영업,비혼,월세
B6544,23714412,6546,서울,종로구,구기동,67,패밀리,0,2005-03-21,13,"141,602","10,300,000",6,"20,600,000",0,0,n,n,"3,902,646",0, - ,영업점,4,학사,3,무교,1,회사원,비혼,가족소유
B6545,23715377,26400,경기,포천시,화현면,52,패밀리,0,2003-01-09,15,"735,454","29,500,000",4,"59,000,000",0,0,y,n,"3,050,000",0, - ,영업점,4,학사,1,불교,1,회사원,이혼,가족소유
